name,grammar,hop,n_edges,n_pairs,hide_hop_token,schedule,attn,krylov_m,krylov_rho,krylov_beta,krylov_state_decay,n_layers,d_model,n_heads,d_ff,seed,steps_budget,solved_step,best_acc,best_eval_loss,final_acc,final_eval_loss,final_ppl,elapsed_s
path_h3_d4_krylov_m1_seed3,path,3,3,6,True,krylov>krylov>krylov>krylov,krylov,1,1.0,0.5,1.0,4,128,4,512,3,30000,250,1.0,0.6592567556044635,1.0,0.6592567556044635,1.9333548451120632,6.50937819480896
path_h3_d4_krylov_m2_seed1,path,3,3,6,True,krylov>krylov>krylov>krylov,krylov,2,1.0,0.5,1.0,4,128,4,512,1,30000,250,1.0,0.6569411922903622,1.0,0.6569411922903622,1.9288832187246,10.319220781326294
path_h3_d4_krylov_m2_seed2,path,3,3,6,True,krylov>krylov>krylov>krylov,krylov,2,1.0,0.5,1.0,4,128,4,512,2,30000,250,1.0,0.6568513561697568,1.0,0.6568513561697568,1.9287099431224493,10.329967260360718
path_h3_d4_krylov_m2_seed3,path,3,3,6,True,krylov>krylov>krylov>krylov,krylov,2,1.0,0.5,1.0,4,128,4,512,3,30000,250,1.0,0.6591425979838652,1.0,0.6591425979838652,1.9331341505203976,10.383997917175293
path_h3_d4_krylov_m3_seed1,path,3,3,6,True,krylov>krylov>krylov>krylov,krylov,3,1.0,0.5,1.0,4,128,4,512,1,30000,250,1.0,0.6568827376646154,1.0,0.6568827376646154,1.9287704698733181,14.523989915847778
path_h3_d4_krylov_m3_seed2,path,3,3,6,True,krylov>krylov>krylov>krylov,krylov,3,1.0,0.5,1.0,4,128,4,512,2,30000,250,1.0,0.656897600959329,1.0,0.656897600959329,1.9287991379702976,14.445366382598877
path_h3_d4_krylov_m3_seed3,path,3,3,6,True,krylov>krylov>krylov>krylov,krylov,3,1.0,0.5,1.0,4,128,4,512,3,30000,250,1.0,0.6592808611252728,1.0,0.6592808611252728,1.9334014501992318,14.388478755950928
path_h3_d4_krylov_then_softmax_m1_seed1,path,3,3,6,True,krylov>krylov>krylov>softmax,krylov,1,1.0,0.5,1.0,4,128,4,512,1,30000,250,1.0,0.6557739173664766,1.0,0.6557739173664766,1.9266329952824774,5.049991130828857
path_h3_d4_krylov_then_softmax_m1_seed2,path,3,3,6,True,krylov>krylov>krylov>softmax,krylov,1,1.0,0.5,1.0,4,128,4,512,2,30000,250,1.0,0.6572827255024629,1.0,0.6572827255024629,1.9295421089160951,5.055081844329834
path_h3_d4_krylov_then_softmax_m1_seed3,path,3,3,6,True,krylov>krylov>krylov>softmax,krylov,1,1.0,0.5,1.0,4,128,4,512,3,30000,250,1.0,0.658768191057093,1.0,0.658768191057093,1.9324105071810558,5.0552496910095215
path_h3_d4_krylov_then_softmax_m2_seed1,path,3,3,6,True,krylov>krylov>krylov>softmax,krylov,2,1.0,0.5,1.0,4,128,4,512,1,30000,250,1.0,0.6571198856129365,1.0,0.6571198856129365,1.9292279280735238,7.921247482299805
path_h3_d4_krylov_then_softmax_m2_seed2,path,3,3,6,True,krylov>krylov>krylov>softmax,krylov,2,1.0,0.5,1.0,4,128,4,512,2,30000,250,1.0,0.6580577261307661,1.0,0.6580577261307661,1.9310380848791213,7.950666427612305
path_h3_d4_krylov_then_softmax_m2_seed3,path,3,3,6,True,krylov>krylov>krylov>softmax,krylov,2,1.0,0.5,1.0,4,128,4,512,3,30000,250,1.0,0.6588110110338996,1.0,0.6588110110338996,1.9324932547257652,8.064419746398926
path_h3_d4_krylov_then_softmax_m3_seed1,path,3,3,6,True,krylov>krylov>krylov>softmax,krylov,3,1.0,0.5,1.0,4,128,4,512,1,30000,250,1.0,0.6557884665096507,1.0,0.6557884665096507,1.9266610263456831,10.995164632797241
path_h3_d4_krylov_then_softmax_m3_seed2,path,3,3,6,True,krylov>krylov>krylov>softmax,krylov,3,1.0,0.5,1.0,4,128,4,512,2,30000,250,1.0,0.6596665578729967,1.0,0.6596665578729967,1.9341473006774237,10.969042539596558
path_h3_d4_krylov_then_softmax_m3_seed3,path,3,3,6,True,krylov>krylov>krylov>softmax,krylov,3,1.0,0.5,1.0,4,128,4,512,3,30000,250,1.0,0.6586251062505385,1.0,0.6586251062505385,1.9321340283778814,10.967804670333862
